Surah,Ayah,Text,Char_Length,Casefolding,Tokenizing
10,108,"Katakanlah: ""Hai manusia, sesungguhnya teIah datang kepadamu kebenaran (Al Quran) dari Tuhanmu, sebab itu barangsiapa yang mendapat petunjuk maka sesungguhnya (petunjuk itu) untuk kebaikan dirinya sendiri. Dan barangsiapa yang sesat, maka sesungguhnya kesesatannya itu mencelakakan dirinya sendiri. Dan aku bukanlah seorang penjaga terhadap dirimu"".",349,katakanlah hai manusia sesungguhnya teiah datang kepadamu kebenaran al quran dari tuhanmu sebab itu barangsiapa yang mendapat petunjuk maka sesungguhnya petunjuk itu untuk kebaikan dirinya sendiri dan barangsiapa yang sesat maka sesungguhnya kesesatannya itu mencelakakan dirinya sendiri dan aku bukanlah seorang penjaga terhadap dirimu ,"['katakanlah', 'hai', 'manusia', 'sesungguhnya', 'teiah', 'datang', 'kepadamu', 'kebenaran', 'al', 'quran', 'dari', 'tuhanmu', 'sebab', 'itu', 'barangsiapa', 'yang', 'mendapat', 'petunjuk', 'maka', 'sesungguhnya', 'petunjuk', 'itu', 'untuk', 'kebaikan', 'dirinya', 'sendiri', 'dan', 'barangsiapa', 'yang', 'sesat', 'maka', 'sesungguhnya', 'kesesatannya', 'itu', 'mencelakakan', 'dirinya', 'sendiri', 'dan', 'aku', 'bukanlah', 'seorang', 'penjaga', 'terhadap', 'dirimu']"
10,109,"Dan ikutilah apa yang diwahyukan kepadamu, dan bersabarlah hingga Allah memberi keputusan dan Dia adalah Hakim yang sebaik-baiknya.",131,dan ikutilah apa yang diwahyukan kepadamu dan bersabarlah hingga allah memberi keputusan dan dia adalah hakim yang sebaik baiknya ,"['dan', 'ikutilah', 'apa', 'yang', 'diwahyukan', 'kepadamu', 'dan', 'bersabarlah', 'hingga', 'allah', 'memberi', 'keputusan', 'dan', 'dia', 'adalah', 'hakim', 'yang', 'sebaik', 'baiknya']"
11,1,"Alif laam raa, (inilah) suatu kitab yang ayat-ayatnya disusun dengan rapi serta dijelaskan secara terperinci, yang diturunkan dari sisi (Allah) Yang Maha Bijaksana lagi Maha Tahu",178,alif laam raa inilah suatu kitab yang ayat ayatnya disusun dengan rapi se a dijelaskan secara terperinci yang diturunkan dari sisi allah yang maha bijaksana lagi maha tahu,"['alif', 'laam', 'raa', 'inilah', 'suatu', 'kitab', 'yang', 'ayat', 'ayatnya', 'disusun', 'dengan', 'rapi', 'se', 'a', 'dijelaskan', 'secara', 'terperinci', 'yang', 'diturunkan', 'dari', 'sisi', 'allah', 'yang', 'maha', 'bijaksana', 'lagi', 'maha', 'tahu']"
11,2,agar kamu tidak menyembah selain Allah. Sesungguhnya aku (Muhammad) adalah pemberi peringatan dan pembawa khabar gembira kepadamu daripada-Nya,142,agar kamu tidak menyembah selain allah sesungguhnya aku muhammad adalah pemberi peringatan dan pembawa khabar gembira kepadamu daripada nya,"['agar', 'kamu', 'tidak', 'menyembah', 'selain', 'allah', 'sesungguhnya', 'aku', 'muhammad', 'adalah', 'pemberi', 'peringatan', 'dan', 'pembawa', 'khabar', 'gembira', 'kepadamu', 'daripada', 'nya']"
11,3,"dan hendaklah kamu meminta ampun kepada Tuhanmu dan bertaubat kepada-Nya. (Jika kamu mengerjakan yang demikian), niscaya Dia akan memberi kenikmatan yang baik (terus menerus) kepadamu sampai kepada waktu yang telah ditentukan dan Dia akan memberikan kepada tiap-tiap orang yang mempunyai keutamaan (balasan) keutamaannya. Jika kamu berpaling, maka sesungguhnya aku takut kamu akan ditimpa siksa hari kiamat.",407,dan hendaklah kamu meminta ampun kepada tuhanmu dan be aubat kepada nya jika kamu mengerjakan yang demikian niscaya dia akan memberi kenikmatan yang baik terus menerus kepadamu sampai kepada waktu yang telah ditentukan dan dia akan memberikan kepada tiap tiap orang yang mempunyai keutamaan balasan keutamaannya jika kamu berpaling maka sesungguhnya aku takut kamu akan ditimpa siksa hari kiamat ,"['dan', 'hendaklah', 'kamu', 'meminta', 'ampun', 'kepada', 'tuhanmu', 'dan', 'be', 'aubat', 'kepada', 'nya', 'jika', 'kamu', 'mengerjakan', 'yang', 'demikian', 'niscaya', 'dia', 'akan', 'memberi', 'kenikmatan', 'yang', 'baik', 'terus', 'menerus', 'kepadamu', 'sampai', 'kepada', 'waktu', 'yang', 'telah', 'ditentukan', 'dan', 'dia', 'akan', 'memberikan', 'kepada', 'tiap', 'tiap', 'orang', 'yang', 'mempunyai', 'keutamaan', 'balasan', 'keutamaannya', 'jika', 'kamu', 'berpaling', 'maka', 'sesungguhnya', 'aku', 'takut', 'kamu', 'akan', 'ditimpa', 'siksa', 'hari', 'kiamat']"
11,4,"Kepada Allah-lah kembalimu, dan Dia Maha Kuasa atas segala sesuatu.",67,kepada allah lah kembalimu dan dia maha kuasa atas segala sesuatu ,"['kepada', 'allah', 'lah', 'kembalimu', 'dan', 'dia', 'maha', 'kuasa', 'atas', 'segala', 'sesuatu']"
11,5,"Ingatlah, sesungguhnya (orang munafik itu) memalingkan dada mereka untuk menyembunyikan diri daripadanya (Muhammad). Ingatlah, di waktu mereka menyelimuti dirinya dengan kain, Allah mengetahui apa yang mereka sembunyikan dan apa yang mereka lahirkan, sesungguhnya Allah Maha Mengetahui segala isi hati.",302,ingatlah sesungguhnya orang munafik itu memalingkan dada mereka untuk menyembunyikan diri daripadanya muhammad ingatlah di waktu mereka menyelimuti dirinya dengan kain allah mengetahui apa yang mereka sembunyikan dan apa yang mereka lahirkan sesungguhnya allah maha mengetahui segala isi hati ,"['ingatlah', 'sesungguhnya', 'orang', 'munafik', 'itu', 'memalingkan', 'dada', 'mereka', 'untuk', 'menyembunyikan', 'diri', 'daripadanya', 'muhammad', 'ingatlah', 'di', 'waktu', 'mereka', 'menyelimuti', 'dirinya', 'dengan', 'kain', 'allah', 'mengetahui', 'apa', 'yang', 'mereka', 'sembunyikan', 'dan', 'apa', 'yang', 'mereka', 'lahirkan', 'sesungguhnya', 'allah', 'maha', 'mengetahui', 'segala', 'isi', 'hati']"
11,6,"Dan tidak ada suatu binatang melata pun di bumi melainkan Allah-lah yang memberi rezekinya, dan Dia mengetahui tempat berdiam binatang itu dan tempat penyimpanannya. Semuanya tertulis dalam Kitab yang nyata (Lauh mahfuzh).",222,dan tidak ada suatu binatang melata pun di bumi melainkan allah lah yang memberi rezekinya dan dia mengetahui tempat berdiam binatang itu dan tempat penyimpanannya semuanya te ulis dalam kitab yang nyata lauh mahfuzh ,"['dan', 'tidak', 'ada', 'suatu', 'binatang', 'melata', 'pun', 'di', 'bumi', 'melainkan', 'allah', 'lah', 'yang', 'memberi', 'rezekinya', 'dan', 'dia', 'mengetahui', 'tempat', 'berdiam', 'binatang', 'itu', 'dan', 'tempat', 'penyimpanannya', 'semuanya', 'te', 'ulis', 'dalam', 'kitab', 'yang', 'nyata', 'lauh', 'mahfuzh']"
11,7,"Dan Dialah yang menciptakan langit dan bumi dalam enam masa, dan adalah singgasana-Nya (sebelum itu) di atas air, agar Dia menguji siapakah di antara kamu yang lebih baik amalnya, dan jika kamu berkata (kepada penduduk Mekah): ""Sesungguhnya kamu akan dibangkitkan sesudah mati"", niscaya orang-orang yang kafir itu akan berkata: ""Ini tidak lain hanyalah sihir yang nyata"".",371,dan dialah yang menciptakan langit dan bumi dalam enam masa dan adalah singgasana nya sebelum itu di atas air agar dia menguji siapakah di antara kamu yang lebih baik amalnya dan jika kamu berkata kepada penduduk mekah sesungguhnya kamu akan dibangkitkan sesudah mati niscaya orang orang yang kafir itu akan berkata ini tidak lain hanyalah sihir yang nyata ,"['dan', 'dialah', 'yang', 'menciptakan', 'langit', 'dan', 'bumi', 'dalam', 'enam', 'masa', 'dan', 'adalah', 'singgasana', 'nya', 'sebelum', 'itu', 'di', 'atas', 'air', 'agar', 'dia', 'menguji', 'siapakah', 'di', 'antara', 'kamu', 'yang', 'lebih', 'baik', 'amalnya', 'dan', 'jika', 'kamu', 'berkata', 'kepada', 'penduduk', 'mekah', 'sesungguhnya', 'kamu', 'akan', 'dibangkitkan', 'sesudah', 'mati', 'niscaya', 'orang', 'orang', 'yang', 'kafir', 'itu', 'akan', 'berkata', 'ini', 'tidak', 'lain', 'hanyalah', 'sihir', 'yang', 'nyata']"
11,8,"Dan sesungguhnya jika Kami undurkan azab dari mereka sampai kepada suatu waktu yang ditentukan. niscaya mereka akan berkata: ""Apakah yang menghalanginya?"" lngatlah, diwaktu azab itu datang kepada mereka tidaklah dapat dipalingkan dari mereka dan mereka diliputi oleh azab yang dahulunya mereka selalu memperolok-olokkannya.",323,dan sesungguhnya jika kami undurkan azab dari mereka sampai kepada suatu waktu yang ditentukan niscaya mereka akan berkata apakah yang menghalanginya lngatlah diwaktu azab itu datang kepada mereka tidaklah dapat dipalingkan dari mereka dan mereka diliputi oleh azab yang dahulunya mereka selalu memperolok olokkannya ,"['dan', 'sesungguhnya', 'jika', 'kami', 'undurkan', 'azab', 'dari', 'mereka', 'sampai', 'kepada', 'suatu', 'waktu', 'yang', 'ditentukan', 'niscaya', 'mereka', 'akan', 'berkata', 'apakah', 'yang', 'menghalanginya', 'lngatlah', 'diwaktu', 'azab', 'itu', 'datang', 'kepada', 'mereka', 'tidaklah', 'dapat', 'dipalingkan', 'dari', 'mereka', 'dan', 'mereka', 'diliputi', 'oleh', 'azab', 'yang', 'dahulunya', 'mereka', 'selalu', 'memperolok', 'olokkannya']"
11,9,"Dan jika Kami rasakan kepada manusia suatu rahmat (nikmat) dari Kami, kemudian rahmat itu Kami cabut daripadanya, pastilah dia menjadi putus asa lagi tidak berterima kasih.",172,dan jika kami rasakan kepada manusia suatu rahmat nikmat dari kami kemudian rahmat itu kami cabut daripadanya pastilah dia menjadi putus asa lagi tidak be erima kasih ,"['dan', 'jika', 'kami', 'rasakan', 'kepada', 'manusia', 'suatu', 'rahmat', 'nikmat', 'dari', 'kami', 'kemudian', 'rahmat', 'itu', 'kami', 'cabut', 'daripadanya', 'pastilah', 'dia', 'menjadi', 'putus', 'asa', 'lagi', 'tidak', 'be', 'erima', 'kasih']"
11,10,"Dan jika Kami rasakan kepadanya kebahagiaan sesudah bencana yang menimpanya, niscaya dia akan berkata: ""Telah hilang bencana-bencana itu daripadaku""; sesungguhnya dia sangat gembira lagi bangga",193,dan jika kami rasakan kepadanya kebahagiaan sesudah bencana yang menimpanya niscaya dia akan berkata telah hilang bencana bencana itu daripadaku sesungguhnya dia sangat gembira lagi bangga,"['dan', 'jika', 'kami', 'rasakan', 'kepadanya', 'kebahagiaan', 'sesudah', 'bencana', 'yang', 'menimpanya', 'niscaya', 'dia', 'akan', 'berkata', 'telah', 'hilang', 'bencana', 'bencana', 'itu', 'daripadaku', 'sesungguhnya', 'dia', 'sangat', 'gembira', 'lagi', 'bangga']"
11,11,"kecuali orang-orang yang sabar (terhadap bencana), dan mengerjakan amal-amal saleh; mereka itu beroleh ampunan dan pahala yang besar.",133,kecuali orang orang yang sabar terhadap bencana dan mengerjakan amal amal saleh mereka itu beroleh ampunan dan pahala yang besar ,"['kecuali', 'orang', 'orang', 'yang', 'sabar', 'terhadap', 'bencana', 'dan', 'mengerjakan', 'amal', 'amal', 'saleh', 'mereka', 'itu', 'beroleh', 'ampunan', 'dan', 'pahala', 'yang', 'besar']"
11,12,"Maka boleh jadi kamu hendak meninggalkan sebahagian dari apa yang diwahyukan kepadamu dan sempit karenanya dadamu, karena khawatir bahwa mereka akan mengatakan: ""Mengapa tidak diturunkan kepadanya perbendaharaan (kekayaan) atau datang bersama-sama dengan dia seorang malaikat?"" Sesungguhnya kamu hanyalah seorang pemberi peringatan dan Allah Pemelihara segala sesuatu.",368,maka boleh jadi kamu hendak meninggalkan sebahagian dari apa yang diwahyukan kepadamu dan sempit karenanya dadamu karena khawatir bahwa mereka akan mengatakan mengapa tidak diturunkan kepadanya perbendaharaan kekayaan atau datang bersama sama dengan dia seorang malaikat sesungguhnya kamu hanyalah seorang pemberi peringatan dan allah pemelihara segala sesuatu ,"['maka', 'boleh', 'jadi', 'kamu', 'hendak', 'meninggalkan', 'sebahagian', 'dari', 'apa', 'yang', 'diwahyukan', 'kepadamu', 'dan', 'sempit', 'karenanya', 'dadamu', 'karena', 'khawatir', 'bahwa', 'mereka', 'akan', 'mengatakan', 'mengapa', 'tidak', 'diturunkan', 'kepadanya', 'perbendaharaan', 'kekayaan', 'atau', 'datang', 'bersama', 'sama', 'dengan', 'dia', 'seorang', 'malaikat', 'sesungguhnya', 'kamu', 'hanyalah', 'seorang', 'pemberi', 'peringatan', 'dan', 'allah', 'pemelihara', 'segala', 'sesuatu']"
11,13,"Bahkan mereka mengatakan: ""Muhammad telah membuat-buat Al Quran itu"", Katakanlah: ""(Kalau demikian), maka datangkanlah sepuluh surat-surat yang dibuat-buat yang menyamainya, dan panggillah orang-orang yang kamu sanggup (memanggilnya) selain Allah, jika kamu memang orang-orang yang benar"".",289,bahkan mereka mengatakan muhammad telah membuat buat al quran itu katakanlah kalau demikian maka datangkanlah sepuluh surat surat yang dibuat buat yang menyamainya dan panggillah orang orang yang kamu sanggup memanggilnya selain allah jika kamu memang orang orang yang benar ,"['bahkan', 'mereka', 'mengatakan', 'muhammad', 'telah', 'membuat', 'buat', 'al', 'quran', 'itu', 'katakanlah', 'kalau', 'demikian', 'maka', 'datangkanlah', 'sepuluh', 'surat', 'surat', 'yang', 'dibuat', 'buat', 'yang', 'menyamainya', 'dan', 'panggillah', 'orang', 'orang', 'yang', 'kamu', 'sanggup', 'memanggilnya', 'selain', 'allah', 'jika', 'kamu', 'memang', 'orang', 'orang', 'yang', 'benar']"
11,14,"Jika mereka yang kamu seru itu tidak menerima seruanmu (ajakanmu) itu maka ketahuilah, sesungguhnya Al Quran itu diturunkan dengan ilmu Allah, dan bahwasanya tidak ada Tuhan selain Dia, maka maukah kamu berserah diri (kepada Allah)?",232,jika mereka yang kamu seru itu tidak menerima seruanmu ajakanmu itu maka ketahuilah sesungguhnya al quran itu diturunkan dengan ilmu allah dan bahwasanya tidak ada tuhan selain dia maka maukah kamu berserah diri kepada allah ,"['jika', 'mereka', 'yang', 'kamu', 'seru', 'itu', 'tidak', 'menerima', 'seruanmu', 'ajakanmu', 'itu', 'maka', 'ketahuilah', 'sesungguhnya', 'al', 'quran', 'itu', 'diturunkan', 'dengan', 'ilmu', 'allah', 'dan', 'bahwasanya', 'tidak', 'ada', 'tuhan', 'selain', 'dia', 'maka', 'maukah', 'kamu', 'berserah', 'diri', 'kepada', 'allah']"
11,15,"Barangsiapa yang menghendaki kehidupan dunia dan perhiasannya, niscaya Kami berikan kepada mereka balasan pekerjaan mereka di dunia dengan sempurna dan mereka di dunia itu tidak akan dirugikan.",193,barangsiapa yang menghendaki kehidupan dunia dan perhiasannya niscaya kami berikan kepada mereka balasan pekerjaan mereka di dunia dengan sempurna dan mereka di dunia itu tidak akan dirugikan ,"['barangsiapa', 'yang', 'menghendaki', 'kehidupan', 'dunia', 'dan', 'perhiasannya', 'niscaya', 'kami', 'berikan', 'kepada', 'mereka', 'balasan', 'pekerjaan', 'mereka', 'di', 'dunia', 'dengan', 'sempurna', 'dan', 'mereka', 'di', 'dunia', 'itu', 'tidak', 'akan', 'dirugikan']"
11,16,"Itulah orang-orang yang tidak memperoleh di akhirat, kecuali neraka dan lenyaplah di akhirat itu apa yang telah mereka usahakan di dunia dan sia-sialah apa yang telah mereka kerjakan.",183,itulah orang orang yang tidak memperoleh di akhirat kecuali neraka dan lenyaplah di akhirat itu apa yang telah mereka usahakan di dunia dan sia sialah apa yang telah mereka kerjakan ,"['itulah', 'orang', 'orang', 'yang', 'tidak', 'memperoleh', 'di', 'akhirat', 'kecuali', 'neraka', 'dan', 'lenyaplah', 'di', 'akhirat', 'itu', 'apa', 'yang', 'telah', 'mereka', 'usahakan', 'di', 'dunia', 'dan', 'sia', 'sialah', 'apa', 'yang', 'telah', 'mereka', 'kerjakan']"
11,17,"Apakah (orang-orang kafir itu sama dengan) orang-orang yang ada mempunyai bukti yang nyata (Al Quran) dari Tuhannya, dan diikuti pula oleh seorang saksi (Muhammad) dari Allah dan sebelum Al Quran itu telah ada Kitab Musa yang menjadi pedoman dan rahmat? Mereka itu beriman kepada Al Quran. Dan barangsiapa di antara mereka (orang-orang Quraisy) dan sekutu-sekutunya yang kafir kepada Al Quran, maka nerakalah tempat yang diancamkan baginya, karena itu janganlah kamu ragu-ragu terhadap Al Quran itu. Sesungguhnya (Al Quran) itu benar-benar dari Tuhanmu, tetapi kebanyakan manusia tidak beriman.",594,apakah orang orang kafir itu sama dengan orang orang yang ada mempunyai bukti yang nyata al quran dari tuhannya dan diikuti pula oleh seorang saksi muhammad dari allah dan sebelum al quran itu telah ada kitab musa yang menjadi pedoman dan rahmat mereka itu beriman kepada al quran dan barangsiapa di antara mereka orang orang quraisy dan sekutu sekutunya yang kafir kepada al quran maka nerakalah tempat yang diancamkan baginya karena itu janganlah kamu ragu ragu terhadap al quran itu sesungguhnya al quran itu benar benar dari tuhanmu tetapi kebanyakan manusia tidak beriman ,"['apakah', 'orang', 'orang', 'kafir', 'itu', 'sama', 'dengan', 'orang', 'orang', 'yang', 'ada', 'mempunyai', 'bukti', 'yang', 'nyata', 'al', 'quran', 'dari', 'tuhannya', 'dan', 'diikuti', 'pula', 'oleh', 'seorang', 'saksi', 'muhammad', 'dari', 'allah', 'dan', 'sebelum', 'al', 'quran', 'itu', 'telah', 'ada', 'kitab', 'musa', 'yang', 'menjadi', 'pedoman', 'dan', 'rahmat', 'mereka', 'itu', 'beriman', 'kepada', 'al', 'quran', 'dan', 'barangsiapa', 'di', 'antara', 'mereka', 'orang', 'orang', 'quraisy', 'dan', 'sekutu', 'sekutunya', 'yang', 'kafir', 'kepada', 'al', 'quran', 'maka', 'nerakalah', 'tempat', 'yang', 'diancamkan', 'baginya', 'karena', 'itu', 'janganlah', 'kamu', 'ragu', 'ragu', 'terhadap', 'al', 'quran', 'itu', 'sesungguhnya', 'al', 'quran', 'itu', 'benar', 'benar', 'dari', 'tuhanmu', 'tetapi', 'kebanyakan', 'manusia', 'tidak', 'beriman']"
11,18,"Dan siapakah yang lebih zalim daripada orang yang membuat-buat dusta terhadap Allah? Mereka itu akan dihadapkan kepada Tuhan mereka, dan para saksi akan berkata: ""Orang-orang inilah yang telah berdusta terhadap Tuhan mereka"". Ingatlah, kutukan Allah (ditimpakan) atas orang-orang yang zalim",290,dan siapakah yang lebih zalim daripada orang yang membuat buat dusta terhadap allah mereka itu akan dihadapkan kepada tuhan mereka dan para saksi akan berkata orang orang inilah yang telah berdusta terhadap tuhan mereka ingatlah kutukan allah ditimpakan atas orang orang yang zalim,"['dan', 'siapakah', 'yang', 'lebih', 'zalim', 'daripada', 'orang', 'yang', 'membuat', 'buat', 'dusta', 'terhadap', 'allah', 'mereka', 'itu', 'akan', 'dihadapkan', 'kepada', 'tuhan', 'mereka', 'dan', 'para', 'saksi', 'akan', 'berkata', 'orang', 'orang', 'inilah', 'yang', 'telah', 'berdusta', 'terhadap', 'tuhan', 'mereka', 'ingatlah', 'kutukan', 'allah', 'ditimpakan', 'atas', 'orang', 'orang', 'yang', 'zalim']"
11,19,(yaitu) orang-orang yang menghalangi (manusia) dari jalan Allah dan menghendaki (supaya) jalan itu bengkok. Dan mereka itulah orang-orang yang tidak percaya akan adanya hari akhirat.,182, yaitu orang orang yang menghalangi manusia dari jalan allah dan menghendaki supaya jalan itu bengkok dan mereka itulah orang orang yang tidak percaya akan adanya hari akhirat ,"['yaitu', 'orang', 'orang', 'yang', 'menghalangi', 'manusia', 'dari', 'jalan', 'allah', 'dan', 'menghendaki', 'supaya', 'jalan', 'itu', 'bengkok', 'dan', 'mereka', 'itulah', 'orang', 'orang', 'yang', 'tidak', 'percaya', 'akan', 'adanya', 'hari', 'akhirat']"
11,20,"Orang-orang itu tidak mampu menghalang-halangi Allah untuk (mengazab mereka) di bumi ini, dan sekali-kali tidak adalah bagi mereka penolong selain Allah. Siksaan itu dilipat gandakan kepada mereka. Mereka selalu tidak dapat mendengar (kebenaran) dan mereka selalu tidak dapat melihat(nya).",289,orang orang itu tidak mampu menghalang halangi allah untuk mengazab mereka di bumi ini dan sekali kali tidak adalah bagi mereka penolong selain allah siksaan itu dilipat gandakan kepada mereka mereka selalu tidak dapat mendengar kebenaran dan mereka selalu tidak dapat melihat nya ,"['orang', 'orang', 'itu', 'tidak', 'mampu', 'menghalang', 'halangi', 'allah', 'untuk', 'mengazab', 'mereka', 'di', 'bumi', 'ini', 'dan', 'sekali', 'kali', 'tidak', 'adalah', 'bagi', 'mereka', 'penolong', 'selain', 'allah', 'siksaan', 'itu', 'dilipat', 'gandakan', 'kepada', 'mereka', 'mereka', 'selalu', 'tidak', 'dapat', 'mendengar', 'kebenaran', 'dan', 'mereka', 'selalu', 'tidak', 'dapat', 'melihat', 'nya']"
11,21,"Mereka itulah orang-orang yang merugikan dirinya sendiri, dan lenyaplah dari mereka apa yang selalu mereka ada-adakan.",118,mereka itulah orang orang yang merugikan dirinya sendiri dan lenyaplah dari mereka apa yang selalu mereka ada adakan ,"['mereka', 'itulah', 'orang', 'orang', 'yang', 'merugikan', 'dirinya', 'sendiri', 'dan', 'lenyaplah', 'dari', 'mereka', 'apa', 'yang', 'selalu', 'mereka', 'ada', 'adakan']"
11,22,Pasti mereka itu di akhirat menjadi orang-orang yang paling merugi.,67,pasti mereka itu di akhirat menjadi orang orang yang paling merugi ,"['pasti', 'mereka', 'itu', 'di', 'akhirat', 'menjadi', 'orang', 'orang', 'yang', 'paling', 'merugi']"
11,23,"Sesungguhnya orang-orang yang beriman dan mengerjakan amal-amal saleh dan merendahkan diri kepada Tuhan mereka, mereka itu adalah penghuni-penghuni surga; mereka kekal di dalamnya.",180,sesungguhnya orang orang yang beriman dan mengerjakan amal amal saleh dan merendahkan diri kepada tuhan mereka mereka itu adalah penghuni penghuni surga mereka kekal di dalamnya ,"['sesungguhnya', 'orang', 'orang', 'yang', 'beriman', 'dan', 'mengerjakan', 'amal', 'amal', 'saleh', 'dan', 'merendahkan', 'diri', 'kepada', 'tuhan', 'mereka', 'mereka', 'itu', 'adalah', 'penghuni', 'penghuni', 'surga', 'mereka', 'kekal', 'di', 'dalamnya']"
11,24,"Perbandingan kedua golongan itu (orang-orang kafir dan orang-orang mukmin), seperti orang buta dan tuli dengan orang yang dapat melihat dan dapat mendengar. Adakah kedua golongan itu sama keadaan dan sifatnya? Maka tidakkah kamu mengambil pelajaran (daripada perbandingan itu)?",277,perbandingan kedua golongan itu orang orang kafir dan orang orang mukmin sepe i orang buta dan tuli dengan orang yang dapat melihat dan dapat mendengar adakah kedua golongan itu sama keadaan dan sifatnya maka tidakkah kamu mengambil pelajaran daripada perbandingan itu ,"['perbandingan', 'kedua', 'golongan', 'itu', 'orang', 'orang', 'kafir', 'dan', 'orang', 'orang', 'mukmin', 'sepe', 'i', 'orang', 'buta', 'dan', 'tuli', 'dengan', 'orang', 'yang', 'dapat', 'melihat', 'dan', 'dapat', 'mendengar', 'adakah', 'kedua', 'golongan', 'itu', 'sama', 'keadaan', 'dan', 'sifatnya', 'maka', 'tidakkah', 'kamu', 'mengambil', 'pelajaran', 'daripada', 'perbandingan', 'itu']"
11,25,"Dan sesungguhnya Kami telah mengutus Nuh kepada kaumnya, (dia berkata): ""Sesungguhnya aku adalah pemberi peringatan yang nyata bagi kamu",136,dan sesungguhnya kami telah mengutus nuh kepada kaumnya dia berkata sesungguhnya aku adalah pemberi peringatan yang nyata bagi kamu,"['dan', 'sesungguhnya', 'kami', 'telah', 'mengutus', 'nuh', 'kepada', 'kaumnya', 'dia', 'berkata', 'sesungguhnya', 'aku', 'adalah', 'pemberi', 'peringatan', 'yang', 'nyata', 'bagi', 'kamu']"
11,26,"agar kamu tidak menyembah selain Allah. Sesungguhnya aku takut kamu akan ditimpa azab (pada) hari yang sangat menyedihkan"".",123,agar kamu tidak menyembah selain allah sesungguhnya aku takut kamu akan ditimpa azab pada hari yang sangat menyedihkan ,"['agar', 'kamu', 'tidak', 'menyembah', 'selain', 'allah', 'sesungguhnya', 'aku', 'takut', 'kamu', 'akan', 'ditimpa', 'azab', 'pada', 'hari', 'yang', 'sangat', 'menyedihkan']"
11,27,"Maka berkatalah pemimpin-pemimpin yang kafir dari kaumnya: ""Kami tidak melihat kamu, melainkan (sebagai) seorang manusia (biasa) seperti kami, dan kami tidak melihat orang-orang yang mengikuti kamu, melainkan orang-orang yang hina dina di antara kami yang lekas percaya saja, dan kami tidak melihat kamu memiliki sesuatu kelebihan apapun atas kami, bahkan kami yakin bahwa kamu adalah orang-orang yang dusta"".",409,maka berkatalah pemimpin pemimpin yang kafir dari kaumnya kami tidak melihat kamu melainkan sebagai seorang manusia biasa sepe i kami dan kami tidak melihat orang orang yang mengikuti kamu melainkan orang orang yang hina dina di antara kami yang lekas percaya saja dan kami tidak melihat kamu memiliki sesuatu kelebihan apapun atas kami bahkan kami yakin bahwa kamu adalah orang orang yang dusta ,"['maka', 'berkatalah', 'pemimpin', 'pemimpin', 'yang', 'kafir', 'dari', 'kaumnya', 'kami', 'tidak', 'melihat', 'kamu', 'melainkan', 'sebagai', 'seorang', 'manusia', 'biasa', 'sepe', 'i', 'kami', 'dan', 'kami', 'tidak', 'melihat', 'orang', 'orang', 'yang', 'mengikuti', 'kamu', 'melainkan', 'orang', 'orang', 'yang', 'hina', 'dina', 'di', 'antara', 'kami', 'yang', 'lekas', 'percaya', 'saja', 'dan', 'kami', 'tidak', 'melihat', 'kamu', 'memiliki', 'sesuatu', 'kelebihan', 'apapun', 'atas', 'kami', 'bahkan', 'kami', 'yakin', 'bahwa', 'kamu', 'adalah', 'orang', 'orang', 'yang', 'dusta']"
11,28,"Berkata Nuh: ""Hai kaumku, bagaimana pikiranmu, jika aku ada mempunyai bukti yang nyata dari Tuhanku, dan diberinya aku rahmat dari sisi-Nya, tetapi rahmat itu disamarkan bagimu. Apa akan kami paksakankah kamu menerimanya, padahal kamu tiada menyukainya?""",254,berkata nuh hai kaumku bagaimana pikiranmu jika aku ada mempunyai bukti yang nyata dari tuhanku dan diberinya aku rahmat dari sisi nya tetapi rahmat itu disamarkan bagimu apa akan kami paksakankah kamu menerimanya padahal kamu tiada menyukainya ,"['berkata', 'nuh', 'hai', 'kaumku', 'bagaimana', 'pikiranmu', 'jika', 'aku', 'ada', 'mempunyai', 'bukti', 'yang', 'nyata', 'dari', 'tuhanku', 'dan', 'diberinya', 'aku', 'rahmat', 'dari', 'sisi', 'nya', 'tetapi', 'rahmat', 'itu', 'disamarkan', 'bagimu', 'apa', 'akan', 'kami', 'paksakankah', 'kamu', 'menerimanya', 'padahal', 'kamu', 'tiada', 'menyukainya']"
